id,customer_id,date,caller,status,result,notes
44292,74800,45937.66194,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ปลูกแค่พอขายได้ คนอื่นนะปลูกเยอะ ใช้หมดไปซองนึงแล้ว ยังเหลืออีกซองยังไม่ได้ใช้ ก็พอใช้ได้นะ แต่ช่วงฝนตกหนักๆ ก็เอาไม่อยู่ ฉีดที่ใบ มันก็หลังลงต้นด้วยนะ เลยแนะนำวิธีใช้งานไปให้ใหม่ และฝากสินค้าตัวอื่นๆไปให้ 
44260,74799,45937.6576,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,พี่สั่งให้แฟน ช่วงนี้ไม่ได้ใช้แล้วนะ เพราะเห็นกำลังจะเก็บแล้ว ปลูกใหม่ปีหน้า ไม่รู้จะได้ใช้ไหม 
44241,74797,45937.65468,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ไม่ได้ใช้นานแล้ว ฉีดป้องกันเฉยๆ ก็ดูเหมือนเดิมไม่มีอะไรเปลี่ยนแปลง มีโทรหาหลายคนแล้ว โทรเหมือนคนก่อนหน้านี้้เลย ปุ๋ยตัวอื่นมีครบแล้ว ราคาถูกกว่าของเราด้วย 
44213,74796,45937.65052,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
44206,74795,45937.64873,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสาย
44195,74794,45937.6472,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ไม่ได้ใช้แล้ว ซื้อให้คุณยายใช้ ตอนนี้ไม่มีพื้นให้ให้ปลูกแล้ว เลยไม่ได้ใช้มาสองเดือนแล้ว แต่ตอนนั้นที่ใช้ก็ใช้ดีนะ 
44181,74790,45937.64546,กล๊อฟ [Telesale],รับสาย,ห้ามติดต่อ,ไม่ได้ใช้งานแล้ว 
44174,74789,45937.64434,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ที่สั่งไปยังไม่ค่อยได้ใช้งาน เลย กำลังจะใช้ช่วงนี้แหละ กำลังเป็นหางแย้แล้ว จะฉีดป้องกันไว้ก่อนเลยเพราะถ้ามารักษาทีหลัง จะหนักกว่านี้  แนะนำโปร 7แถม 1ไปให้ ลูกค้าบอกขอดูก่อนนะพี่มีเพื่อนสวนใกล้ๆสนใจไตรโครอยู๋ เพื่อ จะสั่งด้วยกัน 
44128,74788,45937.63781,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสาย ติดต่อใหม่ทีหลัง
44119,74784,45937.6369,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,เป็นคนรับของแทนเฉยๆ ไม่รู็รายละเอียดอะไรเลย น้องลองทักไปข้อความที่เขาสั่งซื้อเอานะ 
44107,74783,45937.63512,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,บอกสั่งให้เพื่อนใช้งานไม่ได้ใช้งานเอง ไม่รู้จริงไหม  
44092,74782,45937.63316,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กับฟักทอง ยังไม่หมด โดยรวมก็โอเคใช้ได้ ตอนนี้ยังไม่ได้ปลูกใหม่ จะปลูกอีกทีปลายปีนี้ แนะนำตัวอื่นๆไปด้วยยังไม่สนใจ เพราะยังไม่ได้ปลูกใหม่ 
44075,74779,45937.63087,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,ตอนนั้นเอามาใช้กับพริก ใช้ไป3รอบได้มั้ง ไม่ดีขึ้นเลยอาทิตย์ละครั้ง ตอนนี้ โล๊ะทิ้งหมดแล้ว ยังไม่ได้ปลูกใหม่ 
44059,74778,45937.62885,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กับองุ่น มันเป้นราสนิม เอามาใช้แล้วก็ไม่ค่อยหายอาจจะเพราะฝนตกด้วยมั้้ง เลยลองถามว่าลูกค้าฉีดใบอย่างเดียวไหม ลูกค้าบอกใช้ เลยแนะนำวิธีใช้ไปให้ใหม่ แนะนำให้ฉีดโคนต้นกกต้นด้วย แล้วแจ้งโปรลูกค้าเก่าไป ลูกค้าบอกมีไม่เยอะ ไม่กี่ต้นเองเด๊่ยวจะลองดูใหม่ และจะแนะนำบิวไปให้ด้วยรอบหน้า 
44027,74777,45937.62527,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ไม่ได้ใช้แล้ว จำไม่ว่าเเพราะสั่งหลายตัว แต่ตอนนี้ไม่ได้ปลูกอะไรน้ำมันท่วม
44011,74776,45937.62355,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กับใบพลู ปลายใบมันเหมือนจะไหม้ๆ ให้แฟนฉีดให้ไม่แน่ใจว่าแฟนฉีดที่โคนต้นกกต้นด้วยหรือเปล่า เลยแนะนำวิธีฉีดไปให้ใหม่ ลูกค้าบอกเด๊่ยวจะลองให้แฟนฉีดโคนต้นดู ยังเหลือ 1ซอง 
43928,74775,45937.61207,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,
43915,74774,45937.61118,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กับหลายอย่างปลูกผสมหลายตัว  ตอนนี้ใช้แค่ 21+อะมิโน แต่พึ่งจะหยุดใช้ไป เพราะจะเร่มใช้ 4-24 สิ้นเดือนนี้ ก็ถือว่าใช้ได้อยู่ 
43865,74773,45937.60434,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ช่วงนี้ไม่ได้ปลูกอะไร แต่ใช้ดีนะตอนนั้น อาจจะใช้อีกทีปีหน้า เด๊่ยวจะใช้ จะติดต่อไปนะ 
43852,74771,45937.60244,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ปลุกผักสวนครัวไว้ทานเอง มีไม่เยอะหรอก แต่พี่สั่งมาสองซองเพราะไม่อยากสั่งบ่อย และม่อยากเสียค่าส่ง ยังไม่หมดซองแรกเลย เพราะปลูกไม่เยอะ ฉีดป้องกันเฉยๆ 
43836,74942,45937.60022,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,ไม่ได้ใช้เอง 
43834,74941,45937.59954,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
43816,74939,45937.59655,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กลับกล้วยที่เป้นตายภาย ตอนแรกมี 30ต้น ตอนนี้น้ำท่วมตายหมดแล้วเหลือต้นเดียวเอง ต้องรอมีเวลาจะปลูกใหม่ 
43756,74938,45937.58714,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,ไม่ใช้แล้ว ไม่ต้องโทร แล้วก็ตัดสายไป 
43698,74936,45937.5798,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ยังใช้ไม่หมดฉีดไปสองรอบเองมั้งมันก็หายเลยไม่ได้ใช้ต่อ ปุ๋ยน้ำ 4-24ที่สั่งมาก็ยังเหลือขวดนึง จะเอาไว้ใช้ปลานปีนี้ตอนนี้ทำชุดใบแรกอยู่ แนะนำ 21-3ไปให้ ไม่เอา จะใช้ทางดิน ไม่อยากเร่ง กลัวมันออกดอกไว เด๊่ยวดอกร่วง 
43654,74935,45937.57414,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,จะเอามาใช้กับต้นข้าว แต่ตอนนี้ยังไม่ได้ปลูก จะปลูกอัีกทีหลังปีใหม่ น่าจะใช้ช่วงนั้น 
43631,74934,45937.5714,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เลิกทำทุเรียนแล้วปล่อยสวนเช่า ตอนนี้เอามาใช้กับผักสวนครัวข้างหลังบ้าน แปลงเดียวเอง ถัง 16ลิตร ใช้ได้ยันปีหน้า ขวดแรกยังไม่หมดเลย 
43606,74924,45937.56866,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,จะเอามาลองใช้กับพืชผักสวนครัวทั่วไป แต่ยังไม่ได้ลองเลยไม่ได้ไปสวนนานแล้ว น่าจะตายหมดแล้วมั้ง เด๊่ยวใช้งานแล้ว จะสั่งไปให้ดู ในเฟส
43575,74933,45937.56572,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,สั่งให้น้องใช้ที่่บ้าน อยู่คนที่กัน 
43559,74932,45937.56424,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,มะพร้าว เอามาป้องกันแมลง ลูกค้าใช้ไปแล้ว เหลือครึ่งซอง ก็ถือว่าดี แต่ต้องใช้เรื่อยๆ พอหยุดใช้มันก็จะกลับมาเป้นอีก แต่ไม่ใช่ต้นเดิมนะ เป็นต้นข้างๆ กัน กำลังจะแจ้งโปรให้ลูกค้าไม่สะดวกเพราะประชุมอยู่ให้โทรใหม่เย็นๆ 
43501,74931,45937.55649,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มะพร้าว ใช้แล้วก็โอเคร พึ่งสั่งมาใหม่แบบน้ำ เอามาทดลองดูก่อน ช่วงนี้ก็ไม่ค่อยเจอแมลงแล้ว เอามาป้องกัน เลยแจ้งโปรลูกค้าเก่าไปให้ ลูกค้าบอกว่าถ้าสนใจยังไง จะติดต่อกลับมาเอง 
43472,28535,45937.55186,กล๊อฟ [Telesale],รับสาย,ใช้แล้วไม่เห็นผล,4 ปี แนะนำวิธีใช้ให้ใหม่ปกติลูกค้าจะฉีดพ้นที่ใบ เลยแนะนำให้ลองฉีดที่โคนต้น และแนะนำให้ลองอะมิโน ไปใช้คู๋กัน // ใช้หมดแล้วทั้งไตรโครทั้งปุ๋ยน้ำ ไม่ดีขึ้นเลย ยอดไม่ค่อยแตกเลย ทางดินก็ใส่ 6-3 ยังดูไม่ค่อยดีขึ้นเลยขนาดใส่ไปเยอะขนาดนี้ 
43450,45203,45937.54789,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรอีกรอบไม่รับจะไม่ตามแล้ว โทรหา สามรอบแล้ว
43445,45650,45937.54696,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,มะเขือ เจอเชื้อรา เกือบครึ่งสวนเลย เลยอยากมาทดลองดูก่อนว่าจะหายไหม // โทรติดตามผล 1/10/68 ตัดสายทิ้ง // มันตัดสายทิ้งทุกรอบ ใครอยากตามก็ตามเลยจร้า
43360,74930,45937.49225,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มีมะพร้าวกับอินทพลัม ไม่เยอะมาก ไว้ดูแลหลังวัยเกษียณ ตอนแรกสั่งโบรอนไปแล้ว น้องเขาส่งบิวมาให้ ขี้เกลียดยุ้งยากก็เลยใช้ไปครั้งเดียวเอง เลยแนะนำให้สั่งโบรอนไปใหม่ไปบำรุงเพราะลูกค้าบอกกำลังทยอยแตกจั่นอยู่ แต่ยังไม่เอากลัวส่งไปให้ผิดอีก 
43301,74929,45937.48354,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ใช้กับกาแฟช่วงระยะแรก ก็ถือว่าใช้ได้นะแตกยอดต้นโตเร็ว แต่ตตอนนี้ หมดช่วงใช้งานแล้ว เพราะย้ายลงแปลงแล้ว เลยแนะนำ4-24ไปให้ใช้ ส่งข้อมูลในเฟส ลูกค้าไม่เพื่อนเลย 
43264,74928,45937.47729,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,สั่งให้พ่ออยู่คนละที่ 
43251,74922,45937.47514,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ทุเรียน8ปี ยังใช่ไม่หมดเดือนนึงใส่สองครั้งไว้ป้องกันเฉยๆ มีสลับใช้ไตรโครเม็ดด้วย ทางดินใช้ 6-3อยู่ แนะนำปุ๋ยน้ำไปให้ไม่สนใจ 
43220,74927,45937.46976,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,
43214,74925,45937.46894,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
43206,74923,45937.46709,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
43193,74922,45937.46506,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
43182,74921,45937.46322,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,บอกว่าใช้ดีแล้วก็ไม่สะดวกทันที
43175,74920,45937.46094,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ตอนนี้ยังไม่ได้ปลูกฝนตกเยอะ ชอบเป็นโรคเลยพักไว้ก่อน รอบที่แล้วก็ถือว่าได้ผลไม่เต้มร้อย เพราะลูกค้าฉีดแค่ใบไม่ได้ฉีดที่โคนต้นกกต้นที่ดินเลย เลยแนะนำวิธีใช้งานไปใหม่ แต่ตั้งคลุกเมล็ดก่อนปลูกจนถึงช่วงปลูกเลย ลูกค้าบอกจะปลูกอีกที ปีใหม่  ค่อยโทรหาเดือนธันวาคม
43152,74916,45937.45655,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ไม่สะดวก อยู่งานศพ 
43133,74912,45937.4547,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,ไม่ใช้แล้วห้ามโทรมา
43118,74911,45937.45214,กล๊อฟ [Telesale],รับสาย,ขายได้,ใช้ดีหมดแล้ว ว่าจะสั่งอยู่ เลยเอา2ซอง ปลูกไม่เยอะ แต่ 3ไร่ มะเขือหลักๆ อื่นอย่างละนิดหน่อย รอบนี้จะเอามาป้องกัน แนะนำตัว4-24ไปด้วยลูกค้าบอกเอาตัวนี้ก่อน ตัวอื่นๆยัง 
43087,53622,45937.44782,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรหา สี่รอบไม่รับสาย ไม่ต้องตาม 
43076,74910,45937.44642,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,
43063,74909,45937.44524,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ลองโทรช่วงเย็น
43054,74908,45937.44413,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ลองโทรใกล้ๆ จะเลิกงานดู 
43020,74907,45937.44087,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ไม่สะดวก แล้วก็ตัดสายไป 
43004,74906,45937.43934,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,
42993,74905,45937.43834,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ไม่ได้ใช้แล้ว 
42961,74904,45937.43441,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,มะพร้าวไม่กี่ต้นสั่งมายังไม่ได้ลใช้เลยไม่มีเวลา ลืมแล้วไม่รู้ด้วยว่ายุไหน 
42937,74903,45937.43258,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,พี่เอามาใช้กับพริก และโกโก้ ใช้ดีนะ พี่ก็ใช้เรื่อยๆ ยังไม่หมดเลย เจอพวกเชื้อราอยู่นะ แต่ไปสั่งมาใช้แล้ว ผสมน้ำได้2พันลิตรแหนะ จะลองใช้ดูก่อน เลยฝากสินค้าของเราไปตัวป้องกันเชื้อรา แมลง ลูกค้าบอกว่ารอบหน้าละกันลองใช้ที่สั่งมาก่อน 
42859,74901,45937.42487,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ใช้แค่ต้นที่เป้น ก็ถือว่าโอเคร ยังเหลือยังใช้ไม่หมด เพราะเป็นไม่กี่ต้น ตอนนี้กำลังจะทำชุดใบ แนะนำตัวปุ๋ยน้ำเราไปลูกค้ามีอยู่แล้ว เลยไม่สนใจ 
42828,74900,45937.422,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ใช้ดีนะพึ่งสั่งพวกฮิวมิคกับ21-3ไป (แต่ไม่รู้สั่งจากช่องทางไหน) บอกว่าเด๊่ยวถึงช่วงอจจจะใช้ 4-24  ตอนนี้ไม่สะดวกพี่ประชุมอยู่
42808,74898,45937.41953,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,
42774,74887,45937.4158,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ปลูกหลายอย่าง อย่าง เกือบๆ10ต้น ใช้ดีนะ เด๊่ยวคงได้เป็นลูกค้าประจำ จากที่ต้นเวลามันติดลูกแล้วชอบร่วง หลังจากใช้งานก็ติดลูกติดผลเยอะขึ้นมาก เลยฝากสินค้าตัวอื่นไปให้ด้วยพวกปุ๋ยเม็ดปุ๋ยน้ำ แต่ลูกค้าไม่สะดวก เลยค่อยโทรติดต่อไปใหม่ 
42732,74895,45937.41024,กล๊อฟ [Telesale],รับสาย,ขายได้,ทุเรียน5ปีแล้ว ยังไม่ติดลูกเลย เลยสั่งมาว่าจะใช้ แต่ยังไม่ได้ใช้เลย มันไม่ติดดอกเลย เลยแนะนำให้ใช้ 21-3ไปก่อนทำชุดใบ ก่อนแล้วทำชุดใบให้ตันแล้วค่อยใช้ 4-24ที่สั่งไปกับโบรอน แล้วอีกสองเดือนจะโทรไปติดตามผล เลยแนะนำให้ลูกค้าฉีดให้ได้อย่่างน้อยๆ 10วันครั้ง เดือนนึงให้ได้สามครั้ง 
42664,203557,45937.39834,กล๊อฟ [Telesale],รับสาย,ยังไม่ได้ลองใช้,มะขามเทศ /ฟักทอง เจอพวกหนอนแมลงกินใบ ฉีดไปครั้งนึงแล้ว ยังไม่ตามผล เลยฝากสินค้าตัวอื่นไปให้ด้วยและบอกจะโทรไปติดตามผลการใช้งาน อีกที 
42626,51385,45937.3917,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ตอนนี้กำลังทำชุดใบ2แล้ว ต้องรออีกสักหน่อยรอดูต้นทุนอาจจะใช้ อะมิโน / /หลังจากนั้นโทรหาไม่รับเลย // ไม่เคยรับสาย แล้วก็ไปสั่งเพจ 
42625,51385,45937.39169,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ตอนนี้กำลังทำชุดใบ2แล้ว ต้องรออีกสักหน่อยรอดูต้นทุนอาจจะใช้ อะมิโน / /หลังจากนั้นโทรหาไม่รับเลย // ไม่เคยรับสาย แล้วก็ไปสั่งเพจ 
42615,53583,45937.38955,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,: ทุเรียน ปลูกใหม่อายุ9เดือน ใส่สิงส้มอยู่หมดแล้ว เลยแนะนำสิงชมพูไปแทน กับอะมิโน ขอคุยกับแฟนก่อน / / สั่งกับน้องแอดมินไปแล้วคิดว่าเหมือนกัน เลยแนะนำให้รอบหน้าสั่งกับเรา รอบนี้ใช้ได้ประมาณ1 เดือน / / หลังจากนั้น โทรหา 4ครั้ง ไม่รับสายเลย 15วันโทรครั้งนึง // ให้พี่บีโทรรับสาย บอกยังใช้ไม่หมด แต่เราโทรไม่รับสาย 
42607,72004,45937.38772,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ตอนนั้น เอามาใช้กับทุเรียนฟื้นฟูต้นทำใบ ตอนนี้กำลังสะสมอาหารเตรียมเปิดตาดอกแล้ว ใช้ชีวภาพอยู่ เลยแนะนำ 4-24 ไปให้ ลูกค้าบอกเด๊่ยวขอดูก่อนนะ ถ้าสนใจ จะโทรกลับมา // สั่งของที่อื่นไปแล้ว ถ้าสนใจจะติดต่อไปเอง เมมเอบร์ไว้แล้ว 
42591,73693,45937.38346,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรสามครั้ง ไม่รับสาย โทรอาทิตย์ละครั้ง ไม่ตามแล้ว 
42590,73693,45937.38345,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรสามครั้ง ไม่รับสาย โทรอาทิตย์ละครั้ง ไม่ตามแล้ว 
42587,74831,45937.38225,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ทุเรียนมีสามต้น และก็มีพวกพริิก มะนาว มะเขือ อย่างละ2-3ต้น ผสมผสานกัน โดยรวมถือว่าใช้ได้ดี แตกยอดแตกใบดีเลย แต่มีน้อยขวดแรกยังใช้ไม่ถึงครึ่งขวดเลย แต่ตอนนี้พี่ไม่อยากเสียค่าส่งเลยสั่งมา2ขวด
42513,28159,45936.74399,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,2-3ปี สั่งมาหลายอย่างขอใช้ให้หมดก่อนแต่สนใจอยู่ แนะนำปุ๋ยอินทรีย์ไป ช่วนี้รายจ่ายเยอะ ยังไม่ค่อยมีงบ แต่สนใจอยู่ แนะนำสิงชมพูไปกับไตรโคร/ / ลองอะมิโนไปขวดนึง / /โทรไปติดตามผลรอบแรกไม่รับสาย // ไม่รับสาายเหมือนเดิม 
42505,33252,45936.74209,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรครั้งที่ 2 /ทุเรียน200 ต้น 2ปี ทุเรียน40ต้น 6ปี / ใช้ดีเลย ของเราพี่ใช้ทุเรียนเล็ก สวนทุเรียนใหญ่พี่ใช้เขาแกวพอดีได้โปรลูกค้าเก่ามา / /โทรหารอบนี้ตัดสายทิ้ง ลองโทรหาเย็นๆเพื่อทำงานอยู่ // ไม่รับสาย เหมือนเดิม รอบที่แล้ว ตัดสาย
42498,46944,45936.74029,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ทำงานประจำไปด้วยว่างก็มาฉีด ไม่ค่อยมีเวลา บิวใช้ดี แค่แคบโอบรอนใช้ไปทีเดียวเอง ส่งข้อมูลปุ๋ยสิงทองให้ดู แลตัวบำรุงช่วงแตกจั่น ส่งข้อมูลปุ๋ยให้ดูทางไลน์ / / ไลน์ จำเนียน ลำดวน // ทักไปใลน์ ไม่ค่อยจะตอบอ่านอย่างเดียว  // ไม่ว่าง
42475,55152,45936.73462,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ทุเรียน มีเล็กใหญ่หลายรุ่น เจอบางต้นเป็นเชื้อรา เลยจะใช้ดูรอบที่แล้วทดลอง2ซองก็โอเครอยู๋ รอบนี้เลย 5ซอง เลยฝากปุ๋ยตัวอื่นไปให้ด้วย // โทรสอบถาม สองรอบไม่รับสายเลย 
42466,55154,45936.73253,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,เป็นเชื้อรา รากเน่าโครเน่า เลยอยากลองใช้ดู เลยแนะนำวิธีใช้ไปให้ / ใช้แต่ปู่ยเคมีตลอด และปลุกซ้ำพื้นที่เดิมตลอด เลยแนะนำให้เอาสิงทองไปใช้สลับเสมอ ลูกค้ายังไม่มีเงิน // จะติดตามผล ตัดสายทิ้ง
42453,55161,45936.72868,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มีปลูกแล้ว แล้วก็มีกำลังจะลงปลูก  เลยแนะนำวิธีการใช้และการรักษาไปให้ // ยังเหลือ ยังไม่หมดก็ใช้ดี ใช้ไปแค่สองรอบเอง ปลูกไม่เยอะ ยังเหลือ ยังไม่เอาเพิ่ม 
42436,55158,45936.72584,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ทุเรียน 8ปี 50-60ต้น ตัดหมดแล้วกำลังจะฟื้นฟูทำใบ แล้วก็มีต้น 2-4ปี อีก20-30ต้น  // รอบนี้จะเบาพวกปุ่ยทางดิน เพราะมีปุ๋ยคอกอยู่เยอะ จะใช้คู่กับ 15-0 ที่ตัวเองมีอยู่กับปุ๋ยน้ำของเรา และช่วงเดือน 11 จะสะสมอาหาร 
42430,55157,45936.72472,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,น้องสาวรับสาย น่าจะเอาไปใช้กับมะพร้าวนะ//  ใช้ไปครั้งเดียวเอง พี่ไม่ค่อยมีเวลา 
42420,55156,45936.72382,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ลำไยพึ่งเก็บเกี่ยวเสร็จ เลยอยากเอามาฟื้นฟูเล่งยอดเร่งใบใหม่ ทดลองก่อน ถ้าใช้ดี จะสั่งเพิ่ม  // ติดตามผลรอบแรกใช้ไป2 ครั้ งแล้ว ติดฝน เดี๋ยวรอตัดแต่งกิ่งอีกนิดฝนเบาๆแล้วจะลองใหม่ // ติดตามผลรอบสองไม่รับสาย 
42398,28837,45936.72154,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,นาข้าว  20ไร่  สั่ง21 ไปฉีดข้าว เอาบิวไปฉีดมะพร้าว 10ต้น // โทรไปติดตามผล บอกใช้ดีงามมากเลยตอนที่ใช้ แต่ตอนนี้น้ำท่วมตายหมดแล้ว ต้องรอปลูกใหม่ แต่บิวใช้กับมะพร้าวน้ำไม่ท่วมเพราะปลูกที่สูง เด๊่ยวอยากได้อะเพิ่มเด๊่ยวแม่โทรไปหาแม่ติดทุระอยู่ 
42350,55147,45936.71279,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสาย สามครั้งแล้ว อีกรอบไม่รับสายไม่ตามแล้ว 
42342,49732,45936.71157,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ใช้กับถั่วงอก รอบนนึงใช้2ซอง ที่ไม่ค่อยรับสายคิดว่ามิจฉาชีพ / /โทรหาติดต่อยากไม่รับเบอร์แปลก บอกจะสั่งกับเรา 5ซอง สรุปสั่งเพจเหมือนเดิม ทีละ2ซองเหมือนเดิม / / รอบนี้โทรหา ไม่สะดวก บอกจะโทรกลับมาหา // มันจะสั่งในเพจอย่างเดียว จะไม่รับเบอร์แปลกเพราะกลัวมิจจี้ บอกจะสั่งกับเรามาสามเดือนแล้ว มันก็ยังไปสั่งในเพจเหมือนเดิมตลอด ไม่ตามแล้ว 
42327,55142,45936.71012,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,กำลังแตกตั่น เลยแนะนำให้ใช้ที่มีอยู๋สามตัวรวมกันเลย // พึ่งใช้ไป2รอบเองยังไม่ทราบผลหรอก 10วันครั้ง // ติดตามผลรอบสอง ไม่รับสาย 
42315,55141,45936.70826,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รอบที่แล้วโทรหาบอกให้ลูกทำต่อ รอบบนี้สั่งเพิ่ม บอกสั่งให้ลูก รอบที่แล้วบอกมี 2ไร่ รอบบนี้ มี 7ไร่ เลยฝากปุ๋ยตัวอื่นไปให้ // สิ้ั่งมาใช้หลายตัวเลย ล่าสุดพึ่งสั่งขีค้างคาวมาครึ่งตัน ปุ๋นน้ำก็มีหลายตัว ต้องใช้ให้หมดก่อน ไตรโคร เหลือ 2ซอง  // โทรรอบนี้บอกเหลือ 2ซองเท่าเดิม ไปเรื่อยจิงๆนะลูกค้าคนนี้ พูดโกหกไปเรื่อยไม่ตรงสักรอบ 
